"","X","Y","pa","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"355",-102.876311296977,36.2387213510528,"0",12.6,16.6,4.1,827,32.5,-7.2,39.7,23.4,2.1,23.4,2.1,388,67,7,68,186,24,186,24
"356",-108.051384716867,40.3852035917961,"0",4.9,18.3,4,902.1,28.8,-16.4,45.2,4.2,-6.9,16.5,-6.9,384,38,23,14,110,78,95,78
"357",-112.495645188019,35.9625869595985,"0",10.9,16.9,4.4,751.2,31.5,-6.1,37.6,20.3,13.9,20.8,1.7,337,50,11,36,119,45,102,87
"358",-102.229045440159,37.942477764134,"0",11.6,17.6,3.9,940.3,34,-10.4,44.4,21.4,-0.4,23.9,-0.4,384,64,7,65,187,24,176,24
"359",-103.669655114897,32.4080887502052,"0",16.3,16.6,4.5,741.7,34.1,-2.7,36.8,24.5,8.4,25.6,6.6,348,64,9,64,167,30,149,32
"360",-110.504082967572,38.4363553920842,"0",10.9,16.9,3.7,960.5,34.4,-10.7,45.1,22.3,-1.6,23.2,-1.6,180,25,9,32,66,31,54,31
"361",-106.415854595774,32.3794320817624,"0",16.2,18,4.6,771.7,35.3,-3.2,38.5,25.1,15.8,26.1,6.3,237,50,5,72,127,20,111,36
"362",-109.088230598781,31.2338431643162,"0",16,18.5,5,664.9,34.8,-2.2,37,23.5,20.1,24.4,7.6,354,88,5,80,199,26,172,68
"363",-106.742897733962,37.2893074819739,"0",1.9,16.4,4.3,753.2,21.4,-16.6,38,11.2,5.1,11.6,-7.5,722,84,33,23,219,119,188,181
"364",-112.266101024058,38.1962392991897,"0",8.3,18.3,4.3,810,31.1,-10.9,42,18.4,-1.8,19.1,-1.8,245,35,13,28,87,48,74,48
"365",-112.772187010265,40.3158801056913,"0",10.2,14.2,3.4,929.1,33.1,-8.4,41.5,9,21.9,22.5,-1.4,247,29,16,19,80,52,54,54
"366",-109.202157781316,34.7573178390712,"0",11,18.5,4.6,790.6,31.8,-8.2,40,20.7,14.7,21.3,1,268,53,9,60,130,30,108,45
"367",-111.894597288039,38.2373235542526,"0",2.8,16.1,4.2,760.6,23.4,-14.9,38.3,12.4,5.7,12.8,-6.5,436,56,22,23,140,84,123,103
"368",-103.92907152834,34.8958926695045,"0",13.7,16.6,4.3,789.9,32.9,-5.5,38.4,23.9,3.5,23.9,3.5,389,73,8,68,194,30,194,30
"369",-105.546044686551,42.3929656968758,"0",4.3,14,3.8,800.6,25.4,-11.4,36.8,7.6,-5.4,15.1,-5.4,405,67,16,47,170,50,132,50
"370",-110.819092134747,31.9459462702773,"0",18.6,16.3,4.7,676.7,35.9,1.7,34.2,26.7,21.8,27.3,10.2,371,83,4,75,195,21,162,83
"371",-110.877525501807,32.7886696898777,"0",17.6,14.5,4.3,696,34.9,1.8,33.1,25.9,20.8,26.6,9,498,81,9,51,195,36,161,146
"372",-115.744992082592,38.2914801015045,"0",11.3,17.7,4.2,815.6,33.7,-7.7,41.4,6.2,19.4,22,1.1,203,20,12,13,57,45,49,51
"373",-112.727095574081,42.2547369833141,"0",6.4,15.5,3.7,871.4,29.8,-11.5,41.3,10.2,17.2,17.7,-4.8,381,45,25,17,115,77,88,96
"374",-103.597301848627,38.4371016823194,"0",10.2,18.2,4,936.1,33.1,-12,45.1,20,-1.7,22.4,-1.7,306,63,7,69,148,21,145,21
"375",-102.84107775928,39.5592850730429,"0",9.8,16.6,3.8,912.3,32.1,-10.6,42.7,19.1,-1.7,21.7,-1.7,408,73,8,67,205,25,184,25
"376",-111.719669577422,39.059835752273,"0",8.3,17.3,4,859.1,31.2,-11.2,42.4,7.4,19.5,19.5,-2.8,268,27,16,14,76,60,60,60
"377",-103.827027483636,41.6941007749703,"0",8.4,16.3,3.8,896,30.7,-11.3,42,17.6,-2.8,20.3,-2.8,385,71,9,63,191,29,153,29
"378",-109.650533033013,31.4823563427499,"0",16.7,18.2,5,677,34.9,-1.3,36.2,24.6,20.2,25.3,8.1,313,86,4,94,193,21,173,53
"379",-111.062963588401,33.9450521179946,"0",11.7,16.4,4.6,681.6,30.5,-4.6,35.1,20.4,14.3,20.8,3.5,621,93,11,46,222,51,181,184
"380",-104.211706449179,35.32616065129,"0",14,16.8,4.2,812.6,33.6,-6,39.6,24.5,3.5,24.5,3.5,357,67,9,67,177,30,177,30
"381",-107.346293995709,31.110380960348,"0",17.1,19.1,4.9,722.9,37,-1.4,38.4,25.2,16.8,26.3,7.9,239,58,3,94,154,14,119,29
"382",-108.555271455139,42.0741452321528,"0",4.8,15.8,3.6,934.7,28.3,-14.5,42.8,9.3,-7.1,17,-7.1,227,35,12,34,84,38,62,38
"383",-102.691126126005,37.0704400567126,"0",12.1,16.9,4.1,853.1,32.9,-8,40.9,20.9,1.3,23.2,1.3,402,69,8,64,188,26,181,26
"384",-113.931053748731,36.4633317437382,"0",17.2,15.1,3.9,846.2,38.2,-0.4,38.6,8.5,20.9,28.4,6.8,199,25,4,36,69,24,45,61
"385",-104.553754774666,31.4111490799914,"0",15.5,15.9,4.6,683.1,32.4,-2.1,34.5,23,11.4,24.1,6.5,260,50,5,77,136,15,128,24
"386",-109.460958285301,37.5784770071721,"0",10.9,15.6,3.7,902.2,33.3,-8.3,41.6,17.6,15.1,22.7,-0.6,291,34,9,27,94,44,69,77
"387",-114.51207061365,39.2947830810541,"0",6.6,17.2,4.2,792,29.3,-11.4,40.7,4.7,-1.9,17.3,-2.9,320,33,22,13,95,67,79,68
"388",-102.218890094083,37.0846896122334,"0",12.4,17,4,886.7,33.7,-8.3,42,21.6,1.1,24,1.1,409,67,8,63,193,25,183,25
"389",-108.698374852794,31.2509304520882,"0",15,18.1,4.9,649.6,33.8,-2.5,36.3,22.1,19.2,23.1,6.8,373,86,5,74,204,29,174,72
"390",-103.942200005069,31.1091879594268,"0",17.3,17.7,4.8,699.4,34.9,-1.3,36.2,25,10,26.2,8.2,321,60,8,63,153,31,131,36
"391",-115.782129848421,34.1650085463541,"0",21.8,15.5,4.2,771.9,41.3,4.5,36.8,31.4,25.2,31.9,12.3,88,16,0,52,36,5,26,27
"392",-108.074787736015,38.5637591614538,"0",9.8,16.5,3.9,879.8,32,-10.2,42.2,16.3,-1.7,21.1,-1.7,264,31,13,27,92,46,72,46
"393",-117.735468051795,35.4779295088823,"0",16.4,15.3,4.1,755.6,36.8,0.3,36.5,8.6,23.8,26.4,7.3,143,26,1,73,72,7,13,70
"394",-115.661242772002,38.8851127651071,"0",9.5,17.7,4.2,812.6,32.1,-9.4,41.5,8.3,0.1,20.2,-0.7,225,22,15,12,66,49,56,49
"395",-101.934163683196,35.1912949466156,"0",13.9,15.7,4,818.5,32.8,-5.7,38.5,24.4,3.3,24.4,3.3,487,84,12,61,224,40,224,40
"396",-104.191827791532,34.0274111930996,"0",15,18.2,4.5,789.3,34.5,-5.3,39.8,24,6.7,25.1,4.8,344,64,9,65,167,30,163,32
"397",-109.335895508165,39.1465466026129,"0",10.6,15.9,3.5,971.5,33.8,-10.5,44.3,17.6,-2.2,23,-2.2,244,27,14,19,75,49,60,49
"398",-106.615780412908,39.6430860404288,"0",4.1,18.1,4.1,872.9,27.1,-16.6,43.7,14.5,-5.7,15.2,-7.4,361,40,21,18,115,75,110,75
"399",-116.273339590636,35.3988407697167,"0",19.7,15.8,4,830.9,40.5,1.1,39.4,11.3,23.4,30.5,9.3,86,13,1,44,31,8,23,30
"400",-107.031787666835,33.4069801492999,"0",14.9,17.6,4.5,773.4,34.2,-4.1,38.3,23.8,10.3,24.9,5,238,50,6,74,131,21,109,31
"401",-111.132878804114,40.7005048500488,"0",1.1,13.1,3.7,767.6,20.9,-14.4,35.3,-7.4,11.4,11.4,-7.9,736,83,39,25,236,125,125,232
"402",-108.703033177506,40.4209535717471,"0",5.2,16.7,3.8,894.5,28.4,-14.7,43.1,4.1,-6.3,16.9,-6.3,342,35,19,18,99,63,87,63
"403",-103.758036749007,33.5806746467644,"0",14.2,17.7,4.5,765.9,33,-5.7,38.7,22.9,5.9,23.9,4.2,386,70,10,66,189,33,184,33
"404",-103.20245490854,34.5948431032046,"0",13.6,16.6,4.3,773,32.4,-5.5,37.9,23.5,4.6,23.5,3.6,404,68,11,65,198,35,198,35
"405",-104.456555035037,34.0623756533999,"0",14.8,18.3,4.6,781.7,34.3,-5.3,39.6,23.8,6.6,24.8,4.7,333,64,10,65,162,31,156,33
"406",-110.551791406036,36.9741675213663,"0",11.9,13.3,3.4,883.3,32.5,-5.9,38.4,22.6,16.1,23.5,0.7,207,28,7,32,73,30,59,47
"407",-106.090824844557,32.2596349329469,"0",16.3,17.4,4.6,759.9,35.1,-2.5,37.6,25,11.8,26,6.6,252,51,5,68,134,20,119,37
"408",-109.49783765906,33.9774880782192,"0",5.3,16.1,4.7,631.7,23,-10.6,33.6,13,7.9,13.6,-2.5,679,114,19,52,297,70,251,157
"409",-106.33957672954,34.4009488429343,"0",11.1,17.5,4.5,765.8,31.1,-7.3,38.4,20.1,3.1,21.1,1.4,345,65,16,59,169,50,148,55
"410",-104.231232086814,31.6333048342348,"0",17.3,16.8,4.6,722.5,34.9,-1.3,36.2,25.3,13.2,26.5,7.9,289,58,7,67,141,25,124,30
"411",-113.563498289561,37.6592865322686,"0",9.2,16.3,4.1,813.1,30.8,-8.8,39.6,0.8,12.7,20,-1,342,41,12,24,103,61,77,89
"412",-102.603322599528,36.80494557301,"0",12.3,16.9,4.1,849.6,33,-7.8,40.8,21.1,1.6,23.5,1.6,415,69,9,63,190,28,189,28
"413",-105.020847760432,37.0486476492666,"0",5.1,17.3,4.3,783.3,25.4,-14.7,40.1,15.2,-5.1,15.2,-5.1,435,73,16,49,184,56,184,56
"414",-113.598704874852,35.9579542316453,"0",15.4,15.9,4.2,786.5,35.9,-1.6,37.5,25.2,18.6,25.8,5.8,238,35,6,39,81,29,67,66
"415",-115.965014934752,36.3892199599345,"0",14.3,15.4,4.1,783.9,34.5,-2.8,37.3,6.2,17.5,24.7,4.7,180,24,5,38,64,25,45,63
"416",-112.201376267972,32.7884075187182,"0",20.2,16.4,4.5,748.1,39,2.7,36.3,29.5,23.4,30,11,267,50,4,56,111,16,90,76
"417",-106.490447466948,39.0590842251012,"0",-1.3,14.6,3.9,790,18,-19.3,37.3,8.5,1.7,9,-10.9,616,65,38,16,177,135,167,156
"418",-107.167756660536,34.8132316344245,"0",11.1,17.7,4.5,773.4,31.4,-7.7,39.1,20.3,6.3,21.2,1.3,279,56,12,62,141,40,119,42
"419",-112.376049311778,33.7954138931519,"0",20.2,16.6,4.5,733.7,39.4,3,36.4,12.5,23.1,29.9,11.4,305,42,4,48,104,20,74,101
"420",-115.002493872537,37.4906364276259,"0",9,15.6,4.1,756.8,29.8,-7.6,37.4,1,11.9,19.2,0,334,37,12,25,105,58,77,98
"421",-105.997091935855,31.867482886795,"0",14.9,16.8,4.6,721,33.1,-2.9,36,23.1,10.4,24.2,5.7,276,55,5,73,154,23,135,38
"422",-105.963331037544,33.3046577620489,"0",13.6,17,4.6,733.4,32.1,-4.5,36.6,22.1,9.1,23.1,4.3,318,62,9,64,163,38,144,49
"423",-109.638806515252,41.3230166001445,"0",6.2,16.3,3.8,906.6,29.5,-13.3,42.8,10.6,-5.4,18,-5.4,219,31,9,36,82,29,64,29
"424",-106.947606150602,34.4022005392021,"0",12.7,19.4,4.7,787.3,33.6,-7.4,41,22,4.6,22.9,2.6,232,49,9,67,121,27,101,30
"425",-103.989849515988,40.9593444788031,"0",7.8,17,4,881.3,30.6,-11.7,42.3,16.8,-3.1,19.5,-3.1,388,67,6,69,199,23,177,23
"426",-112.52779173189,38.345671304779,"0",5,17.7,4.3,784.2,27.2,-13.4,40.6,-0.5,12.7,15.4,-4.6,446,53,21,20,131,95,107,108
"427",-101.770843572597,37.5863948326795,"0",12.2,17.2,3.9,937.9,34.3,-9.7,44,21.9,0.1,24.4,0.1,398,66,7,66,191,23,180,23
"428",-107.248137676479,34.8757279227606,"0",12.1,18.1,4.5,795.3,32.8,-7.2,40,21.6,3.9,22.6,2.1,236,48,10,63,119,32,100,33
"429",-116.376020909316,35.5547005733494,"0",16.2,15.5,4,799.5,36.8,-1.2,38,8.1,19.6,26.8,6.4,145,20,3,43,55,16,34,54
"430",-110.365071066253,37.0620836347954,"0",13.3,13.7,3.4,917.1,34.5,-5.4,39.9,20.1,17.8,25.2,1.6,175,23,6,32,62,26,49,39
"431",-113.560057240928,41.3312802985299,"0",9.8,14.4,3.4,925.4,33,-9,42,14,-2,22,-2,211,30,12,28,75,38,59,38
"432",-106.866369586784,40.6903871600861,"0",2.6,16.1,4,832.1,24.5,-15.1,39.6,1.3,-6.7,13.4,-7.9,527,48,38,6,139,124,134,126
"433",-110.110122842063,39.7956607375806,"0",7.7,15.7,3.5,975.7,30.8,-13.7,44.5,14.9,-5.4,20,-5.4,239,26,14,21,77,45,66,45
"434",-114.161375055013,38.77737298423,"0",8.2,17.5,4.2,816.4,31.2,-10.4,41.6,6.5,-0.7,19.2,-1.7,302,33,18,17,89,60,75,61
"435",-104.309419653649,34.6009631419609,"0",13.8,17.2,4.4,788.8,33.1,-5.7,38.8,23,3.7,24,3.7,362,70,9,65,177,32,174,32
"436",-104.782922699426,38.6222071163449,"0",9.7,16.4,4.1,816,30.5,-9.2,39.7,20.5,-0.4,20.5,-0.4,387,68,9,62,182,31,182,31
"437",-107.293028577523,40.4989508708537,"0",5.6,17.4,3.8,932.1,29.5,-15.3,44.8,0.1,-4.8,17.4,-6.8,442,42,31,9,121,103,103,108
"438",-108.209211423903,36.7089037544731,"0",11.4,16.9,3.9,898.3,33.6,-8.7,42.3,18,15.8,22.9,-0.3,221,31,8,37,82,35,65,48
"439",-101.962662975806,35.771989392531,"0",13.6,15.8,3.9,855.9,33.5,-6.5,40,22.4,2.5,24.6,2.5,458,72,11,58,203,39,203,39
"440",-103.040924788783,39.590974725179,"0",9.6,16.6,3.9,905.8,31.9,-10.6,42.5,18.8,-1.8,21.5,-1.8,402,72,8,68,203,25,183,25
"441",-104.859045967419,32.2026207203542,"0",12.9,14.9,4.5,642.1,29,-3.4,32.4,20.1,8.7,21.1,4.6,266,51,5,78,142,18,140,24
"442",-111.827853823751,39.2442928089231,"0",8.2,17.2,4,864.9,31.4,-11,42.4,7.3,19.5,19.5,-2.9,309,32,17,15,90,61,61,76
"443",-107.542860823383,33.895829482057,"0",6.9,18,4.9,677.3,25.6,-10.7,36.3,15,5.8,15.8,-1.6,447,94,13,72,245,50,207,72
"444",-103.977584893346,31.4020582283098,"0",17.8,17.8,4.7,730.5,35.8,-1.4,37.2,25.9,10.1,27,8.3,297,58,7,64,141,28,121,33
"445",-108.531931821111,30.3876441893017,"0",13.9,17.4,5,622.5,32.1,-2.7,34.8,20.8,13.5,21.7,6,426,108,7,85,250,30,225,62
"446",-112.72840236383,41.1993784113047,"0",10.3,13.6,3.2,937.8,33.3,-8.2,41.5,14.5,22,22.7,-1.6,315,39,18,22,104,63,67,66
"447",-104.516193626804,30.3805379669596,"0",15.7,16.7,4.8,656.5,32.5,-2.2,34.7,22.7,11.9,23.8,7,326,65,6,80,185,22,169,28
"448",-107.153691683192,35.956028854077,"0",8.7,17.7,4.2,834.4,30.4,-11.3,41.7,18.8,3.5,19.5,-2.1,287,54,13,54,133,43,115,44
"449",-105.315074058901,36.974103934245,"0",-0.8,14.3,4.2,671.3,16.7,-16.9,33.6,7.4,-7.6,7.9,-9.1,806,113,48,31,291,155,283,157
"450",-105.213937751516,34.4353300781105,"0",11.8,17.6,4.5,760.4,31.6,-6.8,38.4,20.7,3.6,21.6,2,320,69,10,70,165,32,160,35
"451",-105.337816708263,33.0532273927543,"0",11.1,16.2,4.8,640.4,27.6,-5.7,33.3,18.4,6.8,19.4,2.9,428,90,12,72,233,47,214,57
"452",-105.627509187653,39.9554462827349,"0",-0.5,13.7,3.9,740.9,18.3,-16.3,34.6,-2.6,0.4,9.3,-9.4,717,77,43,16,216,149,182,170
"453",-111.461470340558,42.0802921072332,"0",2.4,15,3.8,841,24.5,-14.9,39.4,0.8,12.9,13.4,-8,459,45,28,12,127,96,98,122
"454",-105.804417697187,41.566587529823,"0",5.1,15.2,3.9,818.8,26.8,-11.6,38.4,13.4,-5,16,-5,320,45,13,40,125,40,111,40
"455",-112.210560985127,38.3590811026495,"0",7.2,18.2,4.3,805.1,29.8,-11.9,41.7,17.2,-2.9,17.9,-2.9,286,37,15,23,94,60,81,60
"456",-105.20617080578,36.1453720587998,"0",5.7,17.4,4.7,683.7,24.6,-12.4,37,14.6,-2.9,14.6,-2.9,506,97,18,62,242,56,242,56
"457",-108.746817493602,32.8163906278573,"0",12.9,19.4,5.1,704.4,32.4,-5.4,37.8,21.5,16.1,22.1,4.1,409,78,9,63,202,33,167,92
"458",-105.894147433211,36.8414642578797,"0",5.5,18.1,4.2,836.3,26.9,-15.7,42.6,15.4,-5.5,16.1,-5.5,304,55,13,49,135,42,125,42
"459",-108.784774350714,34.2929475812211,"0",8.4,20.1,5,717.1,28.8,-10.7,39.5,17.3,11.5,17.8,-0.6,341,73,12,68,179,38,151,54
"460",-111.998282890329,38.3116457498346,"0",6.6,18.2,4.3,797.8,28.9,-12.8,41.7,16.5,-3.5,17,-3.5,259,39,15,32,96,48,83,48
"461",-108.462261274508,42.6091926230324,"0",5,15.3,3.5,943.3,28.4,-14.5,42.9,9.5,-6.9,17.4,-6.9,273,45,14,39,110,44,68,44
"462",-106.753821522128,33.4890228479768,"0",14.4,18.2,4.6,774.8,34.1,-4.9,39,23.4,9.9,24.4,4.5,252,52,7,68,134,25,114,35
"463",-107.231171052854,38.6801414170285,"0",-0.8,16.1,4,807.2,19.2,-20.5,39.7,9.1,2.5,9.5,-10.9,637,65,34,17,182,126,162,166
"464",-115.830251400576,38.7182856202173,"0",6.7,16.7,4.2,755.3,28.1,-10.9,39,5,2.2,16.7,-2.6,294,29,21,10,82,66,74,70
"465",-104.74219493033,37.9535141347608,"0",10,17.2,4.2,811.1,31,-9.3,40.3,20.7,-0.2,20.7,-0.2,393,60,13,46,156,48,156,48
"466",-116.160075830529,39.0395424744437,"0",7.2,16.6,4.2,752.9,28.6,-10.2,38.8,5.5,-1.1,17.1,-2.1,254,27,16,15,76,50,67,52
"467",-105.131254179366,36.2158333735092,"0",4.6,17.1,4.6,684.2,23.4,-13.4,36.8,13.5,-4,13.5,-4,542,100,21,57,249,67,249,67
"468",-115.460388294807,38.6877927509037,"0",10,18.1,4.3,812.8,32.8,-9.2,42,8.9,0.6,20.7,-0.2,220,22,15,11,63,49,54,49
"469",-104.240427709106,35.0783258554976,"0",13.9,17,4.3,794.2,33.4,-5.7,39.1,24.2,3.7,24.2,3.7,368,73,8,69,185,30,185,30
"470",-110.689375856632,39.1196637351568,"0",8.7,15.9,3.6,931,31.3,-12,43.3,19.8,-2.3,20.7,-3.4,224,29,14,28,79,42,68,42
"471",-107.940141440032,39.7837761349882,"0",4.4,16.9,4,827.6,26.4,-14.9,41.3,3,-6,15.2,-6,474,47,31,11,132,108,114,108
"472",-110.569061594475,35.8721340443591,"0",11.1,16.3,4,839.6,32.3,-7.7,40,21.4,15,22,0.4,232,36,6,40,90,29,72,52
"473",-110.844813036995,37.873402812325,"0",12.1,15.3,3.6,931.8,34.3,-8.1,42.4,23.2,16.8,24.2,0.1,169,24,7,32,62,30,50,32
"474",-114.735618563606,35.3555908033561,"0",19.9,13.2,3.6,822.1,39.3,3.4,35.9,11.4,23.4,30.6,9.7,136,19,2,41,47,13,34,43
"475",-103.138390148121,38.0988298576536,"0",11.7,18.2,4,947.2,34.5,-10.7,45.2,21.6,-0.4,24,-0.4,319,59,7,64,152,22,142,22
"476",-112.640660240444,33.8088495602987,"0",19.8,17.7,4.6,742.9,39.5,1.8,37.7,29.2,22.7,29.5,10.7,276,41,3,47,95,18,70,89
"477",-110.873573034042,34.7813924826281,"0",10.9,16.9,4.4,774.4,31.2,-7.2,38.4,20.5,14.2,21.1,1.2,383,62,9,47,158,40,128,90
"478",-105.649347852815,36.0659194418113,"0",2.6,15.5,4.5,647.3,20.4,-13.7,34.1,10.5,-4.1,11,-5.4,705,114,41,42,284,126,275,130
"479",-110.719529876572,41.0527504013834,"0",3,14.8,3.8,824,24.5,-14.1,38.6,1.2,13.9,13.9,-7.1,398,38,28,8,111,90,90,96
"480",-108.274710476627,39.3153230572759,"0",10,16.4,3.7,924.3,33.1,-11,44.1,16.8,-2.2,21.8,-2.2,294,32,18,17,88,59,69,59
"481",-107.520674666397,32.2200251135597,"0",15.8,18.8,4.8,769.6,35.2,-3.7,38.9,24.8,15.2,25.7,6,234,50,3,80,135,14,110,41
"482",-106.163930768327,38.2822420978576,"0",1.8,16.5,4,828,22.1,-18.5,40.6,11.7,-9,12.3,-9,433,62,26,31,160,85,150,85
"483",-112.886144631666,38.2558751341113,"0",7.5,17.7,4.2,821.4,30.3,-11.2,41.5,6.1,-1.7,18.5,-2.6,339,39,16,21,100,73,85,73
"484",-108.483075740254,41.3730435610959,"0",4.6,16.3,3.8,881.9,27.8,-14,41.8,13.5,-6.6,16.2,-6.6,240,31,12,26,80,39,70,39
"485",-114.184709339951,40.3724523029877,"0",7.8,16.6,3.9,855.8,31.3,-11,42.3,11.5,-2,19.2,-2.9,239,31,15,23,79,46,61,46
"486",-109.950968888194,34.6599827650094,"0",12,18.4,4.5,791.2,33,-7.2,40.2,21.8,15.6,22.4,2,278,53,9,56,131,31,106,50
"487",-103.29244586242,32.0178141934078,"0",17.7,17,4.4,764.5,35.6,-2.2,37.8,26.2,9.6,27.3,7.6,310,57,7,62,142,28,125,28
"488",-108.78989983323,33.9538701788426,"0",7,20.2,5.2,675.1,26.8,-11.6,38.4,15.4,9.9,15.9,-1.4,431,87,13,67,221,45,186,77
"489",-112.662135772471,38.3519538760262,"0",7.9,17.9,4.2,816.1,30.7,-11,41.7,18.1,-1.3,18.7,-2.2,317,36,16,19,93,69,81,69
"490",-109.382770121469,31.8816080174647,"0",12.7,16.6,4.9,623.2,30.3,-3.2,33.5,20,15.9,20.8,4.8,523,114,8,70,267,42,233,116
"491",-104.916498067078,37.2516273517011,"0",5.4,16.8,4.2,782.5,25.5,-13.9,39.4,15.5,-4.7,15.5,-4.7,453,73,17,47,187,60,187,60
"492",-110.921877410436,39.0630761097263,"0",8.9,16.4,3.7,933.9,31.7,-12.3,44,20,-2.1,20.9,-3.4,202,27,12,29,73,38,63,38
"493",-108.216269881928,39.148574746134,"0",7.3,15.7,3.8,856,29.1,-11.8,40.9,13.9,-3.6,18.5,-3.6,399,40,23,15,114,85,95,85
"494",-110.971656197307,31.5519195228445,"0",16.6,17.1,4.9,647.4,34.1,-0.2,34.3,24.4,19.5,25,8.5,449,112,4,82,249,24,212,95
"495",-108.901393621781,34.4442285080809,"0",9.4,19.7,4.9,739.1,29.9,-9.8,39.7,18.5,12.7,19.1,0.1,309,66,10,69,161,33,135,49
"496",-111.228621549648,36.8296011386292,"0",13.5,14.1,3.5,908.5,34.8,-5.1,39.9,24.4,18,25.3,1.9,111,17,5,33,41,19,35,26
"497",-103.751059757139,37.0957179548746,"0",10.6,17,4.2,813.6,31,-8.9,39.9,21.3,0.4,21.3,0.4,385,69,9,61,176,31,176,31
"498",-106.805568829686,41.8020049867279,"0",5.9,14.3,3.6,875.4,28.2,-11.1,39.3,9.7,-4.9,17.5,-4.9,284,40,14,31,102,44,76,44
"499",-111.117524791699,41.6398270572147,"0",2.5,16.1,3.9,861.1,25.3,-15.8,41.1,6.5,-8.4,13.7,-8.4,355,37,24,12,102,80,83,80
"500",-107.006644207564,31.8675278649386,"0",16.1,17.8,4.7,747.4,35,-2.4,37.4,24.7,15.7,25.7,6.7,239,51,4,79,137,18,113,36
"501",-106.965610063789,35.1937959259947,"0",12.4,17.3,4.3,819.1,33.2,-6.7,39.9,22.1,3.9,23.1,2.1,240,45,12,52,111,37,96,37
"502",-113.754706340387,36.8711771390567,"0",11.1,15.3,4.1,766.5,31.5,-5.3,36.8,3,14.1,21.4,1.9,373,47,10,31,125,54,84,112
"503",-111.074322599032,32.6642960655437,"0",19.3,15.6,4.5,712.8,37.1,2.6,34.5,27.9,22.5,28.5,10.5,421,68,8,50,169,31,138,120
"504",-109.257718559909,37.9863221019619,"0",7.7,15.2,3.7,856.3,29.3,-11,40.3,14.2,11.6,18.8,-3.3,380,43,14,26,123,62,96,92
"505",-108.305469799385,33.4701305815926,"0",6.4,19,5.2,652.8,25.3,-11.2,36.5,14.4,9.4,15,-1.7,518,102,15,65,266,53,225,99
"506",-112.427076780728,37.5567034645997,"0",5.9,17.4,4.3,770.1,27.3,-12.3,39.6,15.5,9,16,-3.7,369,49,15,26,122,62,103,91
"507",-104.236790853546,39.2083581347179,"0",8.2,16.5,4,840.7,29.6,-11.1,40.7,16.8,-2.2,19.3,-2.2,387,67,8,66,184,25,182,25
"508",-112.895261132009,37.1905642789942,"0",11.1,16.7,4.2,791.5,32.4,-6.8,39.2,2.8,14.3,21.6,1.4,372,42,12,28,122,58,84,112
"509",-101.078951913067,37.0815192214424,"0",13.4,15.9,3.8,907.4,34.4,-7,41.4,22.7,1.9,25.2,1.9,482,78,11,59,224,36,206,36
"510",-110.151655370543,30.4372569621331,"0",19.1,17.7,5.1,605.7,36.4,2.2,34.2,26.2,17.8,26.7,11.4,477,145,4,105,303,29,281,82
"511",-110.794697898256,35.005198434254,"0",12.7,17.2,4.2,835.8,33.9,-6.4,40.3,22.9,16.6,23.6,2.1,255,44,7,48,111,29,89,53
"512",-113.694926152965,35.9987452361158,"0",14.7,15.5,4.2,780.2,35,-1.9,36.9,24.5,17.8,25.1,5.2,256,37,6,38,86,31,71,71
"513",-105.234137314739,32.8643172410251,"0",12.4,16.9,4.8,651.2,29.3,-5.2,34.5,19.8,8.2,20.8,4,383,80,11,73,208,37,186,44
"514",-113.663664171005,37.7808243614227,"0",9.2,16.7,4.1,840,31.1,-9.6,40.7,19.5,12.9,20.1,-1.6,276,31,11,22,83,53,69,62
"515",-105.241395507927,36.8378629951602,"0",0.6,15.3,4.3,691.2,18.8,-16.4,35.2,9,-8.1,9.5,-8.1,708,105,39,36,267,127,262,127
"516",-111.287595083216,31.3014445939379,"0",17.4,17.7,5.1,641.3,34.9,0.5,34.4,25.3,20.1,25.7,9.5,429,106,5,87,249,24,212,95
"517",-108.866243010893,32.2548171953332,"0",15.5,19.4,5,746.1,35.2,-3.5,38.7,24.4,19.4,25.3,6.1,302,59,6,66,154,23,127,64
"518",-108.321116300337,37.0551738213774,"0",8.6,15.5,3.8,841.4,29.9,-10,39.9,18.9,12.4,19.6,-2.1,389,47,13,28,125,60,102,93
"519",-108.442521931988,35.9562445504003,"0",10.7,17.8,4.2,851.8,32.4,-9.1,41.5,21,14.9,21.8,-0.1,212,37,9,50,93,30,78,37
"520",-111.342142738671,40.2701473166486,"0",3.3,14.2,3.7,809.8,24.1,-14,38.1,-5.7,13.9,13.9,-6.8,664,72,33,25,214,111,111,212
"521",-103.748786000048,30.4469976224209,"0",15.9,16.9,5,623.9,32.1,-1.4,33.5,22.6,9.1,23.7,7.7,372,64,8,70,191,30,177,35
"522",-107.702646992677,39.441999178119,"0",7.1,17.4,4,865.8,29.7,-13.4,43.1,13.6,-4.2,18.2,-4.2,397,38,26,11,110,92,93,92
"523",-105.123311808167,37.8563538851131,"0",5.7,16.9,4.2,800.5,26.4,-13.8,40.2,16,-4.7,16,-4.7,431,70,15,46,174,56,174,56
"524",-106.456743645493,39.5242399460669,"0",0.3,15.4,4,792,20.6,-17.7,38.3,10.2,1.6,10.6,-9.4,514,54,33,15,149,114,143,126
