"X","Y","pa","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
-105.568693293028,40.2597806728401,"0",0.9,14.6,4.1,730.9,20.3,-15,35.3,-1.2,-3.1,10.5,-7.9,618,64,38,18,183,128,176,130
-106.956301680778,38.5907105107816,"0",2.8,19.4,4,950.5,26.3,-21.2,47.5,13.7,7.7,14.4,-10.3,340,44,21,24,117,68,105,82
-107.535372038266,40.6144995965669,"0",5.3,17.5,3.9,923.6,29.2,-15.4,44.6,4.7,-4.9,17.1,-6.8,417,41,28,12,115,93,97,95
-104.394274303454,35.702804191306,"0",12.7,17.8,4.3,813.2,32.8,-7.7,40.5,23.3,2.3,23.3,2.3,355,67,8,68,176,27,176,27
-111.169942836883,42.1914033296556,"0",3.9,16.4,3.8,912.9,27.5,-15.4,42.9,8.4,-6.4,15.6,-7.9,345,38,23,14,102,80,82,81
-106.744909803561,40.433518151866,"0",0.5,14.8,4,787.1,20.8,-16.1,36.9,-1.4,1.6,10.7,-9.2,575,54,41,9,153,134,149,139
-108.137467758828,35.7498608243438,"0",9.5,17.3,4.3,819.5,30.5,-9.7,40.2,19.4,13.5,20.2,-0.9,262,47,12,50,117,38,100,47
-105.704391202511,40.4865171724906,"0",-2.7,12.2,3.7,731.9,15.6,-17.2,32.8,-5.2,-1.7,7,-11.2,784,82,47,15,235,163,204,182
-112.964958376301,35.2112212967016,"0",11.6,18.7,4.9,717.2,32.4,-5.6,38,20.6,14.3,21.1,2.8,341,60,10,48,140,38,120,84
-103.184952325243,31.912727486234,"0",17.8,16.9,4.4,772.8,35.8,-2.1,37.9,26.4,9.7,27.5,7.7,300,56,7,60,136,28,119,28
-105.995023780415,35.2067095419823,"0",9.9,17.6,4.4,797.6,30.7,-9.1,39.8,19.3,1.4,20.2,-0.4,335,64,13,61,164,43,150,43
-113.140683817662,36.5295029689691,"0",11.6,15.7,4.2,763,32,-5,37,3.5,14.6,21.7,2.3,366,46,11,32,113,51,96,104
-103.102286945569,39.1402449790335,"0",9.1,17,3.9,899.6,31.3,-11.3,42.6,18.3,-2.2,21,-2.2,391,70,8,68,194,25,181,25
-113.523469802489,33.5919355510449,"0",21.1,16.4,4.4,762.7,40.5,3.4,37.1,30.7,24.2,31,11.7,186,29,2,49,70,11,49,56
-111.61712213324,32.481101735459,"0",20.7,17.8,4.7,740.5,39.7,2.3,37.4,29.8,24,30.3,11.5,291,54,5,57,129,20,105,76
-113.342232402909,36.341817070175,"0",12.6,15.4,4.2,765.8,32.8,-3.8,36.6,22.2,15.6,22.8,3.3,340,44,10,33,107,46,91,96
-108.823547819583,37.1931971190792,"0",9.1,15.5,3.8,859.7,30.8,-9.9,40.7,15.7,13,20.3,-1.9,357,41,11,27,115,54,87,87
-106.873049063404,30.5764581480286,"0",17.5,19.3,5,712.8,37,-1.3,38.3,25.4,17.3,26.5,8.3,231,55,5,87,144,19,118,26
-115.612975309897,39.6673610206123,"0",5.1,15.6,4,773.1,26.7,-11.8,38.5,3,15.1,15.4,-4.3,393,40,24,15,118,79,84,101
-109.0783260271,37.8976154253553,"0",7.5,16,3.8,862.5,29.6,-11.9,41.5,14.1,11.4,18.7,-3.7,370,43,13,28,124,61,94,83
-115.18180680182,38.4193550106788,"0",9.8,18.2,4.3,807.9,32.6,-9.5,42.1,8.7,0.5,20.5,-0.3,242,24,14,13,67,55,59,55
-110.081110426892,33.1797282934375,"0",16.9,17.4,4.6,764,36.3,-1.4,37.7,26.1,20.5,26.7,7.2,352,61,8,53,149,26,122,94
-108.361818625438,31.5062335032157,"0",15.7,18.9,4.9,701.1,35.4,-2.5,37.9,23.6,19.9,24.6,6.8,293,68,4,78,166,20,138,55
-108.499598886941,42.063983528119,"0",4.8,15.7,3.6,932.5,28.4,-14.3,42.7,9.3,-7.1,17,-7.1,225,35,11,35,85,36,62,36
-109.890767368428,36.7353561963306,"0",12.3,15.1,3.7,893.5,33.7,-6.8,40.5,18.9,16.6,23.9,0.8,209,27,6,33,74,29,57,47
-112.922457606886,40.8068871991242,"0",10.3,13.3,3.2,935.1,33,-8,41,14.4,22,22.7,-1.4,271,33,17,21,89,56,61,57
-110.551388572626,39.6639213114336,"0",7.2,15.1,3.6,914.8,29.4,-12.5,41.9,18.3,-3.3,19,-4.6,282,32,19,18,89,57,79,58
-103.109486656971,36.2344214304161,"0",12.3,16.6,4.2,813.3,32.1,-7.3,39.4,22.9,1.9,22.9,1.9,383,69,7,71,187,23,187,23
-105.009620081094,30.5517460592012,"0",16,16.7,4.6,694.8,33.2,-2.4,35.6,23.4,12,24.6,6.8,303,66,6,86,182,19,159,25
-109.773135515499,38.7037376545313,"0",11.2,15.8,3.6,950.7,34.2,-9.3,43.5,18.1,-1.1,23.5,-1.1,238,28,11,24,78,48,60,48
-111.260113813098,35.8133162814096,"0",13.7,16.8,4,880,35.5,-5.8,41.3,24.3,18,25.1,2.4,171,29,5,41,69,23,55,36
-106.045732608398,34.5036778693802,"0",10.8,17.8,4.5,769.1,31.3,-7.7,39,19.9,2.8,20.8,1,348,66,15,57,169,48,152,54
-105.992213729333,39.2061236707752,"0",1.1,16.4,4.1,808.8,21.8,-18.1,39.9,11,-9,11.6,-9,414,60,22,35,155,72,154,72
-112.557244507677,37.8688290534674,"0",4.4,17.4,4.3,767.9,25.8,-13.8,39.6,14,7.4,14.4,-5.2,429,54,19,23,134,82,116,102
-102.977299007927,38.6261299686249,"0",10.1,17.8,3.9,938.5,32.9,-11.8,44.7,19.8,-1.9,22.3,-1.9,357,66,7,68,175,24,164,24
-114.030519548175,39.7909613993655,"0",4.4,16.4,4.1,774.7,26.6,-13,39.6,2.1,14.8,14.8,-4.8,434,47,31,12,130,98,98,104
-108.581430552895,32.5027501331016,"0",13,18.4,4.9,709,32.1,-4.9,37,21.6,16.6,22.4,4.2,390,76,8,66,196,31,164,85
-109.953487851691,36.7374210311383,"0",12,14.7,3.6,887.2,33.2,-6.7,39.9,22.7,16.2,23.5,0.6,223,29,7,33,78,31,62,51
-115.20251144009,37.3735851206787,"0",14,17.3,4.3,809.2,35.7,-4.4,40.1,5.8,17.6,24.7,4,178,20,6,25,54,33,43,46
-108.886810861321,35.8459717585407,"0",8.1,16.5,4.2,793.2,28.4,-10.4,38.8,17.8,11.7,18.5,-1.9,337,53,12,42,136,42,114,71
-104.283445409922,37.3115119262302,"0",10.9,17.2,4.2,819.7,31.6,-8.6,40.2,21.7,0.7,21.7,0.7,351,59,10,54,153,35,153,35
-106.435567773922,30.9736354811105,"0",17,18.9,4.8,758.7,36.6,-2.2,38.8,25.6,16.8,26.7,7.3,234,49,4,77,134,22,110,29
-110.618509812386,32.2286655886996,"0",15.4,14.8,4.6,655.9,32.1,0,32.1,23.1,18.6,23.9,7.3,496,97,7,64,238,34,201,122
-107.955686479421,40.0637742876301,"0",5.3,18,4.1,854.3,28.3,-15,43.3,4.2,-5.7,16.3,-5.7,432,42,29,12,122,94,107,94
-115.149058107273,36.0819677481556,"0",19.1,14.6,3.7,862.4,39.7,1,38.7,10.3,23,30.4,8.3,106,13,2,36,35,13,25,33
-102.534970567687,34.5252245573838,"0",13.4,16.7,4.2,800.9,32.5,-6.4,38.9,23.6,3,23.6,3,444,74,11,61,203,37,203,37
-109.901509649726,39.7151349919579,"0",7.9,15.7,3.4,985.8,31.3,-13.6,44.9,15.2,-5.2,20.4,-5.2,242,26,14,20,78,45,66,45
-106.5309405129,34.1741145345675,"0",11.8,17.7,4.5,762.3,31.6,-6.9,38.5,20.7,7.1,21.7,2.1,321,64,13,64,164,41,142,47
-103.782629988346,32.7075498346344,"0",16,17.3,4.5,757.8,34.5,-3.6,38.1,24.5,7.9,25.6,6.1,358,64,9,66,174,31,155,33
-115.672089400346,37.7173661668674,"0",11.8,16.8,4.2,798.4,33.4,-6.4,39.8,3.5,15.1,22.3,1.9,210,22,9,21,64,41,49,60
