"BehaviorSpace results (NetLogo 6.0.2)"
"fireModel1.nlogo"
"fireModel-d"
"01/10/2020 14:53:15:114 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","density","extinction","ignition","[step]","percent-burned"
"176","55","0.05","0.85","6","0.004486115472612265"
"170","55","0.05","0.85","54","0.2658855340243353"
"172","55","0.05","0.85","71","0.18460984285649962"
"164","55","0.05","0.85","147","0.38693422118239895"
"175","55","0.05","0.85","64","0.063028993336935"
"178","55","0.05","0.85","44","0.07202340760747243"
"174","55","0.05","0.85","78","0.06276619592019726"
"169","55","0.05","0.85","136","0.4683521280465624"
"171","55","0.05","0.85","144","1.1401743796109993"
"177","55","0.05","0.85","104","0.19214442110907548"
"183","56","0.05","0.85","74","0.08350914205344585"
"182","56","0.05","0.85","88","0.17807853263289108"
"179","55","0.05","0.85","122","0.6515389800044934"
"180","55","0.05","0.85","112","0.32439738679882857"
"184","56","0.05","0.85","98","0.11994669035984007"
"186","56","0.05","0.85","101","0.10081528885771895"
"191","56","0.05","0.85","28","0.008900756564307966"
"190","56","0.05","0.85","44","0.004438329412809019"
"181","56","0.05","0.85","167","1.6268026732325007"
"185","56","0.05","0.85","123","0.7309555261999119"
"189","56","0.05","0.85","77","0.13295514979613543"
"194","56","0.05","0.85","37","0.022161155925893093"
"192","56","0.05","0.85","97","0.3877523733119401"
"187","56","0.05","0.85","189","0.8551906546175887"
"195","56","0.05","0.85","100","0.12925079110398002"
"193","56","0.05","0.85","116","0.6631241491370603"
"196","56","0.05","0.85","111","0.4272939518082904"
"202","56","0.05","0.85","3","0.004443851930853664"
"201","56","0.05","0.85","14","0.008844078889183692"
"197","56","0.05","0.85","110","0.13261426929537617"
"204","56","0.05","0.85","23","0.022192632046160673"
"188","56","0.05","0.85","235","2.648510488277807"
"207","56","0.05","0.85","12","0.004416766043902655"
"206","56","0.05","0.85","43","0.039558700716452025"
"200","56","0.05","0.85","98","0.03544685187646772"
"198","56","0.05","0.85","144","1.449726508649442"
"208","56","0.05","0.85","71","0.07093770782531589"
"199","56","0.05","0.85","183","1.4280047600158667"
"210","56","0.05","0.85","85","0.377259168275136"
"212","57","0.05","0.85","49","0.030495774157009672"
"213","57","0.05","0.85","80","0.17421602787456447"
"214","57","0.05","0.85","67","0.16909469302809574"
"217","57","0.05","0.85","33","0.026281208935611037"
"216","57","0.05","0.85","58","0.08300205320868463"
"209","56","0.05","0.85","198","1.4399293286219081"
"215","57","0.05","0.85","98","0.3917983544469113"
"203","56","0.05","0.85","287","6.527495807220409"
"211","57","0.05","0.85","190","1.5011345784604642"
"205","56","0.05","0.85","257","3.0908688923281007"
"218","57","0.05","0.85","73","0.14844568634299685"
"222","57","0.05","0.85","33","0.004344992396263307"
"224","57","0.05","0.85","74","0.039070978945083566"
"220","57","0.05","0.85","102","0.3178196699899865"
"221","57","0.05","0.85","94","0.2667133050588081"
"226","57","0.05","0.85","73","0.09969657563935848"
"219","57","0.05","0.85","146","1.1547443992734192"
"232","57","0.05","0.85","8","0.008670394936489356"
"230","57","0.05","0.85","20","0.013078163825798857"
"227","57","0.05","0.85","89","0.21721186845649246"
"225","57","0.05","0.85","113","0.3663319398353661"
"223","57","0.05","0.85","137","0.6555242023008465"
"234","57","0.05","0.85","64","0.09557322212085669"
"231","57","0.05","0.85","97","0.4857737682165163"
"236","57","0.05","0.85","64","0.060986234535633385"
"228","57","0.05","0.85","148","1.1605750909405854"
"229","57","0.05","0.85","120","0.5552422678176376"
"237","57","0.05","0.85","103","0.25300994590821846"
"239","57","0.05","0.85","56","0.06922810661128419"
"235","57","0.05","0.85","126","0.424923036898929"
"242","58","0.05","0.85","49","0.012779008348952122"
"245","58","0.05","0.85","40","0.012929362582424686"
"244","58","0.05","0.85","54","0.017147511467398294"
"233","57","0.05","0.85","203","1.9233279665810887"
"240","57","0.05","0.85","106","0.17325017325017325"
"238","57","0.05","0.85","148","2.260846837428123"
"248","58","0.05","0.85","41","0.0765566519224226"
"246","58","0.05","0.85","67","0.12346204606411512"
"241","58","0.05","0.85","167","1.949467744004104"
"243","58","0.05","0.85","155","1.0664967070320799"
"247","58","0.05","0.85","102","0.2944565356548457"
"250","58","0.05","0.85","121","0.890954045528178"
"256","58","0.05","0.85","102","0.26866817348287775"
"249","58","0.05","0.85","222","4.5592575167871345"
"254","58","0.05","0.85","139","0.9936611272914169"
"251","58","0.05","0.85","212","1.3404482390608323"
"258","58","0.05","0.85","43","0.008578536501672814"
"257","58","0.05","0.85","152","1.7933972310969115"
"255","58","0.05","0.85","233","3.0681720244764286"
"252","58","0.05","0.85","335","5.049683056364571"
"262","58","0.05","0.85","102","0.2601834079761143"
"261","58","0.05","0.85","128","0.2931180968564146"
"264","58","0.05","0.85","53","0.01712402072006507"
"260","58","0.05","0.85","173","0.4468505628598436"
"267","58","0.05","0.85","16","0.017131354661869887"
"259","58","0.05","0.85","209","2.161722529001327"
"269","58","0.05","0.85","43","0.025621316935690495"
"268","58","0.05","0.85","68","0.12715097058574215"
"266","58","0.05","0.85","114","0.6144848921473068"
"253","58","0.05","0.85","367","5.025531914893617"
"270","58","0.05","0.85","90","0.2138945927446954"
"265","58","0.05","0.85","177","2.685053915882631"
"276","59","0.05","0.85","39","0.03369981886347361"
"263","58","0.05","0.85","249","2.3853132853431016"
"271","59","0.05","0.85","135","1.0461564213081138"
"274","59","0.05","0.85","84","0.16709135719954885"
"277","59","0.05","0.85","47","0.012554927809165096"
"281","59","0.05","0.85","33","0.020931011386470195"
"273","59","0.05","0.85","181","2.647692242726236"
"275","59","0.05","0.85","151","1.1598693576752366"
"280","59","0.05","0.85","132","0.10100584992214132"
"278","59","0.05","0.85","168","2.3320934509131943"
"285","59","0.05","0.85","58","0.20529579353108762"
"282","59","0.05","0.85","170","1.112375173808621"
"272","59","0.05","0.85","317","4.8287714297690405"
"287","59","0.05","0.85","73","0.30133087804469744"
"283","59","0.05","0.85","175","2.315709842817517"
"286","59","0.05","0.85","105","0.4955276529626675"
"279","59","0.05","0.85","258","2.429421127586496"
"291","59","0.05","0.85","50","0.08303234109685723"
"284","59","0.05","0.85","230","5.860729353774176"
"295","59","0.05","0.85","41","0.07988563740329634"
"288","59","0.05","0.85","131","1.3743564191994686"
"289","59","0.05","0.85","140","1.0603657009267762"
"292","59","0.05","0.85","120","0.30879864636209814"
"290","59","0.05","0.85","132","0.34476959300369997"
"296","59","0.05","0.85","60","0.03781036003865059"
"293","59","0.05","0.85","184","3.896103896103896"
"298","59","0.05","0.85","82","0.07111482953357037"
"300","59","0.05","0.85","77","0.22297013041649139"
"301","60","0.05","0.85","76","0.03718393653941497"
"297","59","0.05","0.85","109","0.025075225677031094"
"306","60","0.05","0.85","18","0.004124221553181837"
"308","60","0.05","0.85","32","0.0081662651586297"
"303","60","0.05","0.85","74","0.14063534083388485"
"294","59","0.05","0.85","268","5.209341468546182"
"310","60","0.05","0.85","87","0.12433171702101206"
"312","60","0.05","0.85","20","0.008271640679928865"
"313","60","0.05","0.85","13","0.0082634384167252"
"309","60","0.05","0.85","157","2.2207545612152235"
"307","60","0.05","0.85","215","2.8777869529314617"
"302","60","0.05","0.85","303","7.1033286528454616"
"299","59","0.05","0.85","394","7.552213868003342"
"304","60","0.05","0.85","228","4.020162789736809"
"317","60","0.05","0.85","111","0.19449617214980344"
"311","60","0.05","0.85","254","5.484030700668482"
"315","60","0.05","0.85","163","1.332835077229696"
"320","60","0.05","0.85","63","0.07408931878987446"
"318","60","0.05","0.85","166","0.8170339192869522"
"305","60","0.05","0.85","384","10.534326025256057"
"319","60","0.05","0.85","153","0.4438728947150087"
"323","60","0.05","0.85","41","0.02064324346641344"
"321","60","0.05","0.85","136","0.5152939236540522"
"325","60","0.05","0.85","99","0.3981120459675765"
"327","60","0.05","0.85","75","0.058002237229150266"
"322","60","0.05","0.85","223","3.9078280225895545"
"329","60","0.05","0.85","90","0.1514717320997257"
"314","60","0.05","0.85","442","22.88041466123658"
"316","60","0.05","0.85","397","13.153270951661014"
"324","60","0.05","0.85","223","2.7825729551993423"
"328","60","0.05","0.85","151","1.3863598741930143"
"332","61","0.05","0.85","35","0.008110957904128479"
"330","60","0.05","0.85","214","1.9120379929795581"
"326","60","0.05","0.85","331","11.825965258911666"
"337","61","0.05","0.85","118","0.7085631466645195"
"334","61","0.05","0.85","197","1.52494815176284"
"335","61","0.05","0.85","190","2.2933182332955835"
"341","61","0.05","0.85","117","0.43927438379565603"
"333","61","0.05","0.85","378","6.607251367227061"
"336","61","0.05","0.85","376","7.095990279465371"
"338","61","0.05","0.85","306","5.0077418303316765"
"331","61","0.05","0.85","508","20.84614140106779"
"344","61","0.05","0.85","151","1.5494051755856262"
"346","61","0.05","0.85","98","0.26104335767018805"
"343","61","0.05","0.85","236","5.181747873163187"
"350","61","0.05","0.85","79","0.12592923589389446"
"347","61","0.05","0.85","159","1.912780479829975"
"339","61","0.05","0.85","475","18.235103888754143"
"348","61","0.05","0.85","208","3.4628309154987296"
"349","61","0.05","0.85","189","1.0749198880460795"
"354","61","0.05","0.85","7","0.004062728528479727"
"340","61","0.05","0.85","558","37.98223195813557"
"342","61","0.05","0.85","515","20.06481669029775"
"345","61","0.05","0.85","444","14.606283149734804"
"357","61","0.05","0.85","155","2.4486987493422916"
"358","61","0.05","0.85","152","0.8103399376038248"
"356","61","0.05","0.85","214","1.831783259199353"
"360","61","0.05","0.85","39","0.03244646333549643"
"352","61","0.05","0.85","360","10.150054898133464"
"361","62","0.05","0.85","126","0.08016032064128256"
"353","61","0.05","0.85","336","12.250030422260982"
"366","62","0.05","0.85","13","0.004005928774586388"
"362","62","0.05","0.85","156","0.6721552718450463"
"351","61","0.05","0.85","459","21.642758732474267"
"368","62","0.05","0.85","60","0.016069419893941828"
"359","61","0.05","0.85","370","11.258035641630727"
"355","61","0.05","0.85","482","12.001294812656793"
"363","62","0.05","0.85","388","12.99292820328419"
"371","62","0.05","0.85","293","12.716577968068504"
"365","62","0.05","0.85","480","25.478727666052396"
"364","62","0.05","0.85","513","29.168663152850982"
"372","62","0.05","0.85","308","7.71252239697392"
"376","62","0.05","0.85","10","0.003977566524800128"
"370","62","0.05","0.85","448","20.73797478519232"
"378","62","0.05","0.85","115","0.5793974266762567"
"367","62","0.05","0.85","596","27.250598563447724"
"379","62","0.05","0.85","183","1.564183392522246"
"369","62","0.05","0.85","870","50.0059964021587"
"373","62","0.05","0.85","518","33.294981154532834"
"374","62","0.05","0.85","446","32.532768542199484"
"384","62","0.05","0.85","27","0.01592166540620149"
"386","62","0.05","0.85","15","0.004017677782241864"
"385","62","0.05","0.85","39","0.007950705625124229"
"377","62","0.05","0.85","502","32.25974025974026"
"375","62","0.05","0.85","618","32.26696524973007"
"383","62","0.05","0.85","228","2.3711628278312245"
"390","62","0.05","0.85","35","0.031881401187582196"
"382","62","0.05","0.85","358","11.919658869007293"
"388","62","0.05","0.85","235","4.327076041998091"
"380","62","0.05","0.85","491","28.022680083053825"
"395","63","0.05","0.85","52","0.023569155831401973"
"393","63","0.05","0.85","235","5.4086915594603076"
"389","62","0.05","0.85","467","32.08135213968914"
"381","62","0.05","0.85","613","37.17455739806137"
"387","62","0.05","0.85","552","39.82790901485878"
"398","63","0.05","0.85","62","0.07899206129783956"
"392","63","0.05","0.85","468","45.3047129458855"
"391","63","0.05","0.85","521","43.686181746501084"
"400","63","0.05","0.85","144","0.5129610776098363"
"394","63","0.05","0.85","556","22.699554374169338"
"397","63","0.05","0.85","343","13.135726657219335"
"396","63","0.05","0.85","516","25.298273155416013"
"403","63","0.05","0.85","200","3.9833110288908133"
"405","63","0.05","0.85","127","0.7877116975187082"
"408","63","0.05","0.85","37","0.02777336930645929"
"409","63","0.05","0.85","26","0.00784098482769436"
"399","63","0.05","0.85","316","6.287083971865299"
"411","63","0.05","0.85","149","1.1640170305847428"
"401","63","0.05","0.85","490","23.76366066514663"
"414","63","0.05","0.85","60","0.0785515101527827"
"402","63","0.05","0.85","581","53.93276058216625"
"406","63","0.05","0.85","555","53.008763388510225"
"404","63","0.05","0.85","576","48.389240753772775"
"417","63","0.05","0.85","8","0.003924492759310859"
"412","63","0.05","0.85","336","9.507553462821267"
"407","63","0.05","0.85","535","62.42033235581622"
"416","63","0.05","0.85","340","14.35957696827262"
"410","63","0.05","0.85","729","39.57223471844048"
"415","63","0.05","0.85","477","33.27819134270747"
"413","63","0.05","0.85","573","27.718911253791312"
"423","64","0.05","0.85","157","1.7827513023345554"
"419","63","0.05","0.85","472","44.295882653663135"
"421","64","0.05","0.85","545","69.23255454123472"
"418","63","0.05","0.85","714","45.87786859478152"
"422","64","0.05","0.85","507","36.41245557100912"
"420","63","0.05","0.85","626","64.75738065326632"
"425","64","0.05","0.85","491","53.912132267329035"
"426","64","0.05","0.85","527","43.13002290639438"
"424","64","0.05","0.85","570","68.66070391450808"
"429","64","0.05","0.85","437","31.026243785887704"
"431","64","0.05","0.85","460","44.01049706699599"
"428","64","0.05","0.85","653","73.84041644005904"
"427","64","0.05","0.85","937","71.82940080720273"
"434","64","0.05","0.85","484","64.14435389988358"
"432","64","0.05","0.85","665","39.6028445964326"
"430","64","0.05","0.85","879","50.81244196843082"
"435","64","0.05","0.85","478","57.02338547312994"
"437","64","0.05","0.85","505","67.7766175503732"
"433","64","0.05","0.85","909","69.5187165775401"
"438","64","0.05","0.85","470","50.208913649025064"
"439","64","0.05","0.85","526","46.651846651846654"
"442","64","0.05","0.85","471","69.48941953018831"
"440","64","0.05","0.85","631","31.94814214608172"
"436","64","0.05","0.85","746","78.54857979727907"
"449","64","0.05","0.85","15","0.0077450334972698764"
"441","64","0.05","0.85","613","72.61565699330306"
"445","64","0.05","0.85","392","11.035844236277773"
"443","64","0.05","0.85","434","45.38843356804802"
"444","64","0.05","0.85","471","74.17419726975581"
"453","65","0.05","0.85","121","0.5662815445424141"
"451","65","0.05","0.85","532","78.42399361386703"
"452","65","0.05","0.85","531","76.5950148639378"
"450","64","0.05","0.85","515","45.877844867626564"
"448","64","0.05","0.85","618","72.70012410797393"
"447","64","0.05","0.85","705","62.028760202098724"
"446","64","0.05","0.85","873","68.85604606525911"
"461","65","0.05","0.85","61","0.07626019980172348"
"460","65","0.05","0.85","116","0.6472245488464174"
"454","65","0.05","0.85","606","80.24314951027097"
"455","65","0.05","0.85","652","79.8329853862213"
"459","65","0.05","0.85","427","79.1939163498099"
"457","65","0.05","0.85","650","77.52237900166894"
"464","65","0.05","0.85","541","25.79031765424557"
"468","65","0.05","0.85","24","0.03427265803503427"
"467","65","0.05","0.85","78","0.05353319057815846"
"462","65","0.05","0.85","542","82.43330669406706"
"458","65","0.05","0.85","599","82.89733090688505"
"463","65","0.05","0.85","646","79.7331396237957"
"456","65","0.05","0.85","918","69.66779557821835"
"465","65","0.05","0.85","731","62.96776160353632"
"475","65","0.05","0.85","95","0.06482364156339371"
"466","65","0.05","0.85","594","79.09625973039681"
"470","65","0.05","0.85","591","59.81287083523505"
"471","65","0.05","0.85","583","85.32343021713594"
"469","65","0.05","0.85","625","81.21540677837592"
"478","65","0.05","0.85","62","0.07954846774499034"
"474","65","0.05","0.85","538","77.64445968079838"
"473","65","0.05","0.85","710","82.12151017628811"
"476","65","0.05","0.85","480","83.84521818458263"
"472","65","0.05","0.85","745","77.77735461019918"
"480","65","0.05","0.85","459","75.37732604791563"
"479","65","0.05","0.85","526","78.96512509476877"
"477","65","0.05","0.85","807","81.92051720859479"
"481","66","0.05","0.85","572","84.05470393748121"
"483","66","0.05","0.85","564","85.93527070661561"
"484","66","0.05","0.85","560","86.11703122078893"
"482","66","0.05","0.85","714","85.66972339146122"
"485","66","0.05","0.85","482","86.39710004110766"
"487","66","0.05","0.85","464","81.07460002248116"
"488","66","0.05","0.85","514","82.22976796830787"
"486","66","0.05","0.85","732","82.41836965538045"
"489","66","0.05","0.85","533","88.18611277744452"
"496","66","0.05","0.85","33","0.022505626406601652"
"490","66","0.05","0.85","553","85.88736818487772"
"492","66","0.05","0.85","489","87.9449898823353"
"491","66","0.05","0.85","559","75.62595619239524"
"493","66","0.05","0.85","461","86.42833001614781"
"495","66","0.05","0.85","449","85.79532647080923"
"494","66","0.05","0.85","774","86.15581772266405"
"497","66","0.05","0.85","597","83.48637663706157"
"498","66","0.05","0.85","597","76.4257418342178"
"500","66","0.05","0.85","404","66.41287550412724"
"505","66","0.05","0.85","152","2.6469050996789365"
"501","66","0.05","0.85","667","84.04942537369489"
"503","66","0.05","0.85","428","83.53457327133643"
"502","66","0.05","0.85","483","85.01501501501501"
"499","66","0.05","0.85","808","81.02878184414219"
"504","66","0.05","0.85","481","81.37990871024935"
"507","66","0.05","0.85","466","78.4346065899464"
"506","66","0.05","0.85","662","69.9122675464907"
"509","66","0.05","0.85","481","82.27986708956351"
"508","66","0.05","0.85","619","86.09088532915126"
"510","66","0.05","0.85","502","86.61651307128079"
"512","67","0.05","0.85","403","88.82417987467748"
"511","67","0.05","0.85","411","89.01276221211677"
"513","67","0.05","0.85","460","86.57877194281906"
"514","67","0.05","0.85","527","84.9197268868795"
"515","67","0.05","0.85","435","84.92897989300867"
"517","67","0.05","0.85","426","84.55305608998076"
"519","67","0.05","0.85","426","88.13295824696476"
"516","67","0.05","0.85","532","91.06389279632782"
"518","67","0.05","0.85","473","88.39016127844465"
"521","67","0.05","0.85","504","83.99378399378399"
"522","67","0.05","0.85","469","89.1094955161088"
"523","67","0.05","0.85","445","90.49214120072146"
"520","67","0.05","0.85","500","90.45533183641919"
"524","67","0.05","0.85","453","90.27757271519268"
"525","67","0.05","0.85","483","87.14227836912085"
"527","67","0.05","0.85","433","89.2112957548392"
"526","67","0.05","0.85","477","87.65614605661911"
"529","67","0.05","0.85","486","90.93740838463795"
"528","67","0.05","0.85","513","91.94991714233106"
"530","67","0.05","0.85","486","90.40305691295882"
"538","67","0.05","0.85","91","0.16228377531073657"
"531","67","0.05","0.85","497","87.13105076741441"
"532","67","0.05","0.85","512","79.75818452380953"
"534","67","0.05","0.85","424","88.1210462062077"
"535","67","0.05","0.85","442","87.12834718374884"
"533","67","0.05","0.85","480","89.38793646091754"
"537","67","0.05","0.85","441","88.12428163583108"
"536","67","0.05","0.85","486","85.78524037214129"
"539","67","0.05","0.85","416","89.81168162424599"
"541","68","0.05","0.85","447","92.82694270301793"
"540","67","0.05","0.85","469","92.2593911798186"
"542","68","0.05","0.85","444","90.4303076754626"
"543","68","0.05","0.85","440","91.10102821178967"
"544","68","0.05","0.85","438","88.68932921287038"
"545","68","0.05","0.85","424","91.7815211842777"
"546","68","0.05","0.85","449","91.85838118576497"
"547","68","0.05","0.85","401","88.73536470074903"
"548","68","0.05","0.85","517","90.81157733982982"
"551","68","0.05","0.85","384","92.09958688260885"
"552","68","0.05","0.85","404","84.17777126958559"
"550","68","0.05","0.85","451","92.7986906710311"
